Prompt,Answer
My boyfriend and I have been arguing every night about the same thing. He also tells me that if I go visit my mother out of state he will be gone when I get back. He and my mother do not get along. What should I do?,"There are a few things you could do in this situation. You could try to talk to your boyfriend and see if he is willing to compromise on the issue that you are arguing about. If he is not willing to compromise, then you may need to consider whether or not this relationship is right for you. If he is threatening to leave if you visit your mother, then that is definitely not a healthy relationship. You should not have to choose between your mother and your boyfriend."
"I don’t love my sister. I would never wish her harm, but if I could, I would wish for us not to be related. Is this cruel? Why must blood mean we have to be friends? Am I being unreasonable and is there a way to fix this? I do care about her, like I do every human being, but I’d rather be with my friends than be with her at all. It’s not just a ""teenager phase."" I still love my mom and dad, and I’m very close to them. However, it’s my sister I don’t love or have ever really liked at all.","It is not cruel to not love your sister. It is perfectly reasonable to feel this way, and there is no need to try to fix it. If you are happy with your current relationship with your parents and friends, then there is no problem."
"My wife and mother are having tense disagreements. In the past, they’ve had minor differences. For example, my wife would complain to me my mother is too overbearing; my mother would complain my wife is lazy.
 However, it’s intensified lately. I think the cause is my wife talked back to her once. Now, any little disagreement is magnified, leading to major disagreements. What can I do?","It sounds like you are caught in the middle of a difficult situation. It is possible that your wife and mother are both feeling insecure and are taking out their frustration on each other. In this case, it may be helpful for you to try to mediate the situation and help them to communicate more effectively. If you are not able to do this, it may be best to consult with a professional such as a therapist or counselor who can help them to resolve their differences."
For the past week or so me and my boyfriend have been fighting. He has been making a lot of bad choices and he is currently hospitalized. I'm barely eating or sleeping because I'm constantly worried about him. Everyone else in my life says that I should just forget about him and walk away. What should I do?,"It's difficult to say what you should do in this situation, as it depends on many factors specific to your relationship. However, if you are constantly worried about your boyfriend and you are not eating or sleeping well, it may be best to take a step back and reassess your relationship. It is also important to talk to your boyfriend about your concerns and see how he feels about the situation. If he is not willing to address your concerns or make changes, then it may be best to end the relationship."
Ever since my mother passed away my family has treated me like a stranger. Now I'm concerned that my father will need to go into a nursing home. If that happens I think I'm going to be on my own to handle it.    What should I do? I'm going to need my family's help and support.,"It is understandable that you are feeling concerned about your father potentially needing to go into a nursing home, and feeling like you may be on your own to handle it. First, try talking to your family members about your concerns and see if they are willing to discuss the situation with you and provide support. If they are not willing to do so, or if you feel like you are not getting the support you need from them, consider reaching out to other support systems, such as friends, extended family, or community resources."
"We just cannot seem to get along. I cannot have a conversation with her without it turning into World War 3. She treats me like I have no right to an opinion and never really lets me speak. My real mother cares and tries to help me, but she can't do much, because my adoptive mother won't listen to her either.","There are a few things you can do in this situation. First, you can try to talk to your adoptive mother calmly and explain how you feel. It is important to be respectful and avoid arguing. You could also try writing a letter to her expressing your thoughts and feelings. If you have a good relationship with your real mother, you could also talk to her about the situation and see if she can help mediate a conversation between you and your adoptive mother. Lastly, if you feel like you are not being heard or respected, you could consider seeking out counseling or therapy to help you deal with the situation."
"We rent from from my boyfriend's parents. His father drops by unannounced and stays for long periods of time. He lets himself into our home when we aren't there on a daily basis and takes our dogs to his house. He picks up our mail. He has NO boundaries.    He's an opinionated, rude pushy person. He expects to spend every weekend around us, gives unsolicited advice on child rearing and does not respect our privacy at all. He barges in with no warning. He has a key and lets himself into our house without asking permission. I need help. How do I address this?","You should talk to your boyfriend about this first, and then the two of you can talk to his parents together about setting some boundaries. It's important that everyone is on the same page about what is and is not acceptable behavior."
I have been dating my ex-boyfriend’s cousin for a few years. We have gotten pretty serious. He wants to cut it off because people are giving him a hard time that our kids will be related to my ex.,"If you're both happy with each other, then there's no reason to let other people's opinions get in the way. If your ex-boyfriend's cousin is the one you want to be with, then go for it!"
"My dad doesn't like the fact that I'm a boy. He yells at me daily because of it and he tells me I'm extreme and over dramatic.
   I get so depressed because of my dad's yelling. He keeps asking me why I can't just be happy the way I am and yells at me on a daily basis. Is this considered emotional abuse?","It is possible that your dad's yelling constitutes emotional abuse. If his behavior is causing you significant distress and impacting your quality of life, you should consider seeking professional help. A therapist could provide you with support and guidance as you navigate your relationship with your father."
"It was over 20 years ago, but the pain has resurfaced again now because I have started seeing her Facebook posts about how great her life is. I feel so angry. How can I handle this?","It is understandable that you would feel angry after seeing your ex-girlfriend's Facebook posts about how great her life is. However, it is important to try to remember that everyone has different experiences and that just because her life appears to be great, that does not mean that it actually is. Everyone has their own struggles, even if they do not always show it.

One way to deal with this anger is to try to focus on your own life and what makes you happy. Spend time with friends and family, do things that you enjoy, and remind yourself that you are not defined by your past relationship. It is also important to talk to someone about how you are feeling in order to process these emotions in a healthy way."
"How do I ever trust another woman? I have found myself constantly reading between the lines with every other woman that I meet. I am having a difficult time making any sort of connection to anyone because of her deception and willingness to say and do literally anything in order to control my emotions.
 Once the ""relationship"" was over, she became extremely abusive and has attempted to intimidate me into silence regarding the many false claims made on her immigration application.",It can be difficult to trust another woman after being deceived by someone in the past. It may help to talk to a therapist or counselor about your experience and how it has affected you. It is also important to remember that not all women are like the one who hurt you. There are many women out there who are honest and trustworthy.
"I have known I was always different. This year, in December, I found out that I never felt female. I did research and have identified myself as male but don't know how to tell my dad.","There's no easy answer when it comes to coming out to your parents, especially when it comes to something as personal as your gender identity. However, the most important thing to remember is that you are the only one who knows what is best for you. You may want to consider talking to a trusted friend or family member first, or even seeking professional counseling to help you navigate this complicated conversation. Ultimately, though, it is up to you to decide when and how to come out to your father."
"I have three siblings. My mom loves them and not me. She’s always yelling at me, but when it comes to my siblings, she talks to them. I’m always crying in my room.","It sounds like you may feel like your mom loves your siblings more than she loves you. This can be really tough to deal with, especially if you feel like you're always being compared to them or treated unfairly. It's important to remember that everyone is different and that your mom probably has her own unique reasons for why she loves each of you in different ways. try to talk to her about how you're feeling and see if you can open up a dialogue about why you think she loves your siblings more than she loves you. If she's receptive, it could help you to understand her better and feel closer to her."
"My stepdad and I always mess around. I've noticed that whenever he playfully hits me, it's always my butt that he hits. He always comments on my outfits and always scans me head to toe when I walk into a room. I'm a teenager female, and I want to know if this is normal.","There's no easy answer to this question, as it can depend on a variety of factors - from your stepdad's personality to the overall dynamic of your relationship. However, if you're feeling uncomfortable with the way he's behaving, it's important to communicate this to him directly. Explain that his comments and actions are making you feel uneasy, and see how he responds. If he doesn't seem to take your concerns seriously, it might be worth talking to a trusted adult about the situation."
"Any time my family and friends are in an altercation, I’m the one who steps in. I’m the one they call to fight for them. I do this even though I have a tough time trusting the people I’m fighting for. I’m only in my early 20s.","You are a natural born protector, and you have a strong sense of justice. You are the one people turn to when they need help, even though you may have doubts about them. You are young, but you are already making a difference in the world."
"She has chronic inflammatory demyelinating polyneuropathy, and I’m her caregiver. All she does is complain, hit me, call me names, and say things happened that didn’t. When I tell her, she explodes. I didn’t always hate her, but now every little thing she does irritates me, and I don’t have the means to live on my own.","First and foremost, it’s important to remember that your mother is ill and likely doesn’t mean to be behaving this way. It’s important to be patient and try to understand where she’s coming from.

That being said, it’s also important to take care of yourself. If you feel like you’re being constantly berated or put down, it’s okay to walk away or set boundaries. You don’t have to put up with abuse, even if it’s not intentional.

Talk to your doctor or another trusted individual about your situation and see if they have any advice on how to best deal with your mother’s behavior. They may be able to offer some tips on how to better communicate with her or how to better take care of yourself."
"My mom and dad got divorced four years ago. I had to finish out the school year with my dad, and now they are deciding which place is best for me. I can't choose. How can I choose if I love both places?","There is no right or wrong answer to this question - ultimately, it is up to you to decide which place is best for you. Consider what you love about each place, and what your priorities are. If you value your relationship with your mom more highly than your dad, then living with her may be the better option for you. Alternatively, if you feel more comfortable and stable with your dad, then living with him may be the better choice. Ultimately, the decision is up to you and what will make you happiest."
"My dad is doing some really bad drugs, and I'm not allowed to see him anymore because of what he can do to me or my siblings on this drug. It has affected me tremendously in my life. It’s even caused me anger and stress.","It's really tough when our parents make choices that hurt us. It sounds like you are feeling a lot of anger and stress because of your dad's drug use. It's important to remember that his choice to use drugs is not your fault. You can't control what he does, but you can control how you react to it. Try to focus on the positive things in your life and the people who love you."
"I'm in my mid-twenties now, and my boyfriend of seven years and I want to start a life. My mother is 100% codependent on me and is extremely manipulative. She suffers from type 1 diabetes, which she uses to guilt me if I ever leave her. The problem is that I will feel guilty.","You should start by sitting down with your mother and telling her plainly that you are planning on moving out and starting your own life. Assure her that you still love her and care for her, but that you need to live your own life now. If she tries to guilt you or manipulate you, stand firm and reiterate your decision. It may be difficult at first, but eventually she will come to accept it."
"My mother and I have an okay relationship. I know she loves me unconditionally, and I love her the same. However, more times than not, I'm afraid to tell her anything personal because she either doesn't listen, she turns it around and makes everything about her, or she ignores things - even when they are about my mental health.","++

I have a great relationship with my mother. She is always there for me and listens to everything I have to say. She is also very supportive of me, especially when it comes to my mental health."
"It happens especially at me and my sister, and then she gets emotional and brings up the past. How should I deal with it? She is always stressed about her work and doesn't put her family first.","It sounds like your sister is under a lot of stress, and that can sometimes lead to people being more emotional and bringing up old issues. One way to deal with it is to try to be understanding and supportive, and to offer to help her out with anything she is struggling with. You could also suggest that she takes some time for herself to relax and de-stress, and that she puts her family first."
"My parents seem okay with other sexualities, but normally they only talk about being gay. When they do talk about bisexuality, they say things like “they'll do anything” or things that make me very uncomfortable because I am bisexual. I don't know if I am ready to come out to them.","It can be difficult to come out to your parents, especially if they seem uncomfortable with the idea of bisexuality. It's important to remember that you don't have to come out if you're not ready, and that you can always talk to a trusted friend or counselor if you need support."
"I'm in love with my own gender, and my parents are against that. I don't know how to tell them because I'm afraid they'll not want me anymore.","This is a difficult situation to be in, and it is understandable that you are feeling scared and unsure about how to proceed. Ultimately, you will need to make a decision about whether or not to tell your parents about your feelings. If you decide that you want to tell them, it is important to be honest and open with them about your feelings. It is also important to be prepared for the possibility that they may not react in the way that you hope. However, if you are honest and open with them, they may be more understanding than you expect."
My mom is always bossy and treats me like a child even though I'm in my 20s. She argues with me over stupid stuff.,"It can be really frustrating when you feel like your mom is always bossing you around and treating you like a child. It's important to try to communicate with her calmly and respectfully, even if it feels like she's always arguing with you over small things. Try to explain how you're feeling and why you think her behavior is unreasonable. Hopefully, she'll be able to understand where you're coming from and make some changes."
"I work two jobs and go to school for criminal justice. Over the summer, my father had a stroke. It was very devastating. My father isn't the same, and my family fights every day. I have been kicked out the house many times. I break down a lot.","It sounds like you have a lot on your plate right now. I'm sorry to hear about your father's stroke and that things have been tough for your family since then. It sounds like you are doing your best to keep everything together, but it's okay to need some help sometimes. Don't be afraid to reach out to your friends, family, or a counselor if you need someone to talk to."
"I saw my mother cheating on my dad before. I said something to her, and she said it was in the past. Yesterday, I saw her texting dirty things to the same guy. Should I talk to her again? I don't want my parents to go their separate ways, I just want her to stop. it's not fair.","You should talk to your mom again—it doesn't seem like she's stopped cheating on your dad. It's not fair to your dad or to you, and it's important to communicate your feelings to your mom. You might want to consider talking to a counselor or therapist to help you deal with this situation."
I avoid talking to him because he always makes me more upset. I can't be honest with him about anything because he is always rude to me.,"3

I avoid talking to him because he always makes me more upset. I can't be honest with him about anything because he is always rude to me.

I avoid talking to him because he always makes me more upset. I can't be honest with him about anything because he is always rude to me.

I avoid talking to him because he always makes me more upset. I can't be honest with him about anything because he is always rude to me."
She is living with her boyfriend of seven years. He is in therapy for depression and social anxiety. He hasn't worked in all this time.,"The woman's boyfriend is in therapy for depression and social anxiety, and he hasn't worked in a long time."
"I keep being mean to my best friend, and I don't know why all the time. I did come to maybe some kind of conclusion that it is because my mother is mean to me all the time. Could that be a cause?","It's possible that your mother's behavior is influencing how you treat your best friend. It's also possible that you're just naturally inclined to be mean to people, and your best friend is the only one who's tolerant enough to put up with it. If you're concerned about your behavior, you should talk to a counselor or therapist who can help you understand your motivations and learn how to change your behavior."
"My mom made a lot of mistakes a couple years back, and I can't seem to forgive her. I want to say that it's okay, but I can't. I feel like even if I did forgive her, I wouldn't be able to say it to her face.","It can be difficult to forgive someone who has hurt you, especially if they are a close family member. However, it is important to remember that everyone makes mistakes and that forgiveness can help you to move on from the pain. If you are struggling to forgive your mom, try talking to her about how you feel. It may be difficult, but it could help you to start the process of forgiveness."
"My mom and I have been fighting a lot now, and I just want a good relationship with her.","There are a few things you can do to try and improve your relationship with your mom. First, try to communicate with her openly and honestly about how you're feeling and why you're upset. It's also important to try to be understanding and considerate of her perspective. Finally, try to be patient and give her time to adjust to any changes you're making in your relationship."
"I am a teenager, and my brother is a few years older. He has a girlfriend who is always with him. He never hangs out with me anymore. We were really close, and it is making me really sad.","It sounds like you miss spending time with your brother now that he has a girlfriend. It's normal to feel left out when someone we're close to starts dating someone new, but try to talk to your brother about how you're feeling. Maybe he can still make time for you even with his busy schedule."
"I've been hurt by a man for five years. He doesn't involve me with the family or kids. Everyone in the family is against me. There is a Mass today for a family member, and he never asked me to go. I'm to sit home alone now and Christmas too. He expects me to sit alone while he enjoys being with the family. We are in our 50s, and it hurts that he won't even think of me or involve me as part of the family. He doesn't even care. I am leaving him as soon as possible, but I hurt so bad that I didn't know who to turn too. I'm now in this low funk of depression, and I'm scared because I do stupid things to myself and give up. I have no friends because I was a truck driver. I've been getting serious headaches and can't sleep. I don't eat; I've lost my appetite. This has been going on for a couple weeks now.","It sounds like you are going through a really tough time right now. It's understandable that you would feel hurt and alone if your partner is excluding you from family events and not involving you in decisions about the family. If you are feeling depressed and like you are not coping, it is important to reach out for help. Talk to your partner about how you are feeling and see if they are willing to support you. If not, consider talking to a therapist or counselor who can help you manage your depression and figure out how to best cope with your current situation."
"Hello, I have a cousin in my family who has been making me feel belittled, insecure, and frustrated during her stay here in the city. I know she comes from a place of love, but she has always been short-fused and highly temperamental if something doesn't work out the way she planned it. I have tried my best to coordinate plans with her, but she always ends up frustrated about the lack of communication I seem to have on my part and then makes condescending comments about my character that include: inconsiderate, negative, oblivious, and self consumed.    I have tried to talk to her openly about this, but it always comes back as an attack on my character and I have never heard these comments from anyone else before. I have been thinking a lot about her comments and whether I truly am an inconsiderate person who is not thoughtful, spatially aware of surroundings/people, or positive, but in the end, I am feeling awfully hurt about how this has affected our relationship.    What can I do?","It sounds like you have tried to talk to your cousin about how her comments are affecting your relationship, but she has not been receptive to this conversation. It may be helpful to try to find a time when both of you are in a calm and relaxed state to discuss the issue again. If your cousin is still not receptive to this conversation, it may be best to take a break from spending time with her and focus on other relationships in your life."
"I use to be so happy. No matter what, I always was happy. I got into a relationship with this guy. I love him so much. We’re both teenagers. The week after his birthday, my mom made me stop talking to him. It broke me. He came to my house and talked to her, and she let us date again but not see each other. He comes up to my school every day and it tears me apart that I have to lie to her.","It sounds like you're feeling really torn between your love for this guy and your mom's wishes. It's understandable that you would feel upset and frustrated in this situation.

One thing you could try to do is talk to your mom about why she doesn't want you to see this guy. Is she concerned about your relationship with him? Does she think he's a bad influence? If you can understand her reasons, it might be easier to work with her to find a compromise that everyone can be happy with.

It's also important to remember that you are still young, and your relationship with this guy might not be meant to last. If you can't find a way to make things work with your mom, it might be best to let this one go and focus on finding someone who you can be with without having to lie to your family."
"I'm applying to private high schools. I'm playing basketball on my school team currently, and I love it. I also play on a team that I've hated since the beginning, and I finally want to quit before the season gets started. However, my parents say I can play on either both teams or neither. I think it's unfair because it's up to me if I want to play for a certain team. I was planning on playing basketball for the high school I get into, but if that means continuing to play for the team I hate, then I wouldn't want to play in high school. Now I don't know what to do! My parents are threatening to send me off to a different home if I don't play. I just want to run away.","It sounds like you really don't want to play on the team you hate, even if it means giving up playing basketball altogether. In that case, you may need to have a conversation with your parents about what your options are. It's possible that they would be willing to let you play on just one team, or that they would be willing to let you quit basketball altogether. If they're not willing to budge on this issue, then you may need to consider whether or not living with them is the best option for you."
"I am always arguing with my father. He gets stressed over work and health and talks to me in a tone of voice that seems very demanding and seems more like yelling. I get upset often at this. Am I too sensitive? He always says I am overreacting but never seems to understand that he is hurting my feelings. No matter how often I try to tell him this, he never listens.","It sounds like you are feeling very hurt by your father's words and tone of voice. It is possible that you are sensitive to this, but it is also possible that your father is not aware of how his words are affecting you. Either way, it is important to communicate with your father about how you are feeling. Try to explain to him calmly and directly how his words make you feel, and ask him to try to be more aware of his tone of voice and choice of words when he speaks to you."
"I am constantly having problems with the same two people who will always be in my life. I had a daughter with my ex-boyfriend. I am now married, and my husband’s ex-girlfriend is involved with my ex-boyfriend. They also have a daughter together. My issue is that there is always drama. I am pregnant, and I told my ex-boyfriend that I don't want any drama or arguments. I want to get along as much as possible, and he agreed. However, we just had an incident where my ex-boyfriend started discussing drop-off details about my stepdaughter. I told him that he needed to ask my husband because I can't make decisions about my stepdaughter regarding the matter. That led to an argument. I told him all my concern is when I pick up my daughter. My stepdaughter’s pick-up details are between my husband and his ex-girlfriend. I especially told him I didn't want to be involved. Somehow, he turned it around and then wanted to change the schedule we agreed on. He threatened me and got ugly because I wouldn’t discuss my stepdaughter’s matters with him.
   The point is there is so much drama. I try my best to get along with everyone. I don't understand where I went wrong (besides replying back to his question). I feel like I'm going crazy because this is a constant battle where everyone’s frustrations are taken out on each other, and it's the children that are hurting. I had a party planned for my daughter’s birthday, and my ex-boyfriend told me to cancel those plans because he wouldn’t let me have her. In my eyes, it’s the child that is hurting. I was throwing a party for her birthday, and because of the problem with stupid pick-up details about my stepdaughter, which I have no control over, he took it out on our daughter.","It sounds like you are doing everything you can to try to avoid drama and conflict, but unfortunately it seems like it is unavoidable in your situation. It sounds like your ex-boyfriend is using your stepdaughter as a way to try to control you and cause drama in your life. It is important to stand your ground and not allow him to bully you into doing things that you don't want to do. You should also talk to your husband about the situation and see if there is anything he can do to help diffuse the situation."
"She treats me like I'm not in her presence. She’s always yelling at me for no reason. She gives more respect to my brothers than me, but only my brothers fight her while I respect her.","It sounds like you feel like your mother doesn't respect you and is always yelling at you for no reason. It's possible that she does this because she feels like you don't respect her or because she's trying to get you to stand up for yourself more. If you feel like you're being treated unfairly, you should try talking to your mother about it."
"I am having a problem with extended family members who are inappropriately urinating in my home. They are peeing in cat litter boxes, bottles, and directly on floors and in corners of my house.
 Is there any literature that supports why such adults would behave this way? This is not a joke. I am trying to understand.","There is not much scientific literature on this specific topic, but there are some theories that could explain why some adults might engage in this type of behavior. One possibility is that they have a mental illness that causes them to behave in this way. Another possibility is that they are doing it to deliberately cause disruption or distress in the home. It is also possible that they are not able to control their bladder due to a medical condition. Whatever the reason, it is important to talk to a professional about this behavior in order to determine the best course of action."
I am married to a beautiful lady. I love my wife with all my heart. We have 3 boys and I have a daughter from a previous marriage. We also have 3 grandchildren. Now this event is tearing us apart. I want our family to be together and happy. It was a mistake from so long ago. My wife wants to leave and I don't want that to happen I love her so much. Please help me save my marriage. Even my 3 boys want us to work it out. They love us both and want our family together. Please give me some advice or hope. Sincerely heart broken.,"It sounds like you are feeling a lot of pain and confusion right now. It is understandable that you would want to save your marriage and keep your family together. However, it is also important to respect your wife's wishes. If she wants to leave, it may be best to let her go. It is possible that your marriage can't be saved, and it is better to let her go than to try to hold on to something that isn't there anymore. If your wife is happy, then your children will be happy too. The most important thing is that everyone is happy and safe. Thank you for reaching out for help."
"I started dating a guy I met online. He told me that he registered sex offender but he didn't do anything. He took a plea to always register as sex offender and he did two years. That was more than two decades ago. Nothing on his record since. I always believe the past should be left in past. But my roommates, their family and my son are unforgiving. Should I forgive this man that I'm falling in love with or should I dump him? If I stay with him I will never see my family and granddaughter again.",You should dump him.
"I'm having issues with my relative. The police never believe the experiences I have been through because I am only a kid. 
   I've even had trouble trying to reach a therapist because I said I wanted to get an adult to help me. Could you please give me advice?","It can be difficult to get the police to take your experiences seriously, especially if you are a child. However, it is important to keep trying to reach out for help. You may want to consider talking to a therapist or counselor who can help you deal with your experiences."
"The last of my emotions belong to my pets. Today my dad said he might get rid of them tomorrow. If that does happen I might dig hole in the ground with a paper that says ""here lays my emotions. R.I.P."" I practically have no emotions left and I came to the realization about this not being normal by comparing my reaction to certain situations to my family's. What's wrong with me?","It's possible that you could be experiencing depression, which can cause a loss of interest in activities and a decrease in energy levels. If you're concerned that something might be wrong, it's important to talk to a doctor or mental health professional to get a diagnosis and treatment plan."
"I have secrets in my mind, and I don't know what to do with them. I don't want to tell my wife and mom because I don't want to hurt them. But I'm not sure how long that I can keep the secret to myself. What should I do? It's becoming annoying and making me anxious. Help me out",You could try talking to a therapist or counselor about your secrets to help you figure out what to do with them. You could also try writing them down anonymously and then destroying the paper or computer file to help get them out of your head.
All we do is argue. We never agree on anything.,I'm sorry to hear that you and your partner are constantly arguing. It sounds like you're both very passionate about your beliefs and it's difficult for you to find common ground. Maybe you could try to have a more open-minded conversation where you really listen to each other's viewpoints and try to understand where the other person is coming from.
What makes a healthy marriage last?,"There is no one answer to this question as every marriage is different and what works for one couple may not work for another. However, some things that can help to make a marriage last include effective communication, mutual respect, patience, and a willingness to work together to overcome challenges."
"I found out today that my wife is cheating on me. I love her, but she won’t tell the truth even when I have proof. When I beg her to tell the truth, she yells, cusses, and gets a huge attitude.","It sounds like you are in a difficult situation. It is understandable that you would want your wife to be honest with you, especially if you have proof that she is cheating. However, it seems like she is unwilling to do so. You may want to try talking to her again and see if she is willing to open up. If not, you may need to consider getting help from a therapist or counselor who can help you both communicate better."
"I'm always listening to my husband, but it feels like he never listens to me.    How do I get my husband to listen to me instead of me listening to him all the time?","You could try expressing your feelings to your husband directly, and asking him to please listen to you more. You could also try setting aside specific times for each of you to talk, so that he knows that you really need his attention. Finally, you could try showing him how much his listening means to you by really listening to him when he talks."
"I've only been married three months. Every week, we argue about something, and it seems to be getting worse.","It sounds like you and your spouse are having difficulty communicating and resolving disagreements. It's normal for couples to argue from time to time, but if it's happening frequently and causing stress, it's worth seeking out counseling or therapy to help improve your communication and conflict resolution skills."
"If I tell him I don't like certain things, he does when it pertains to me. He tells me it's not like that. He never has anything to say about me until I tell him something about himself.","It sounds like your partner is pretty passive and doesn't like to rock the boat. This can be frustrating, especially if you feel like you're always the one who has to initiate difficult conversations. Try to be patient and understanding, and see if you can gently encourage your partner to be more proactive in communicating with you."
"Cheating is something unacceptable for me but because we have two daughters I decided not to break up the family. However, now I am struggling to forget and forgive what happened. I feel like I cannot trust him. Without trust, I cannot stay in this relationship. On the other hand, I do not want my children to get hurt. I'm not sure how to move forward?","I'm sorry to hear that you are struggling in your relationship. It is understandable that you would feel betrayed and untrusting after your partner cheated on you. However, you need to decide what is best for you and your children. If you do not think you can trust your partner again, it may be best to end the relationship. However, if you think you can work through this and rebuild trust, then you may want to try to work things out. Whatever you decide, make sure you are doing what is best for you and your children."
"He wants to wear makeup and heels. He even tucks his penis away to resemble a vagina. He wants me to wear a strap on and have anal sex with him. I have tried this for him, but I don’t like it and have told him so. He keeps making comments about it and says he can't live without it.","It sounds like your partner is really interested in exploring their femininity, and while you may not be entirely comfortable with that, it's important to try to be open-minded and understanding. If they're pressuring you to do things that you're not comfortable with, however, that's not okay. It's important to communicate with your partner and set clear boundaries."
"I love him, but he doesn’t show me love. He talks badly about me to his friends.","It sounds like you care about this person a lot, but that their behavior is really hurting you. It's tough when we care about someone who doesn't seem to reciprocate those feelings, but it's important to remember that we can't control how someone else feels. What we can control is how we react to their behavior.

If this person is constantly putting you down and talking badly about you to others, it's probably time to distance yourself from them. It's not healthy to be around someone who is constantly putting you down, and it's likely that their behavior is only going to continue. Spend time with people who make you feel good about yourself, and who treat you with respect."
My father is in the hospital and was diagnosed with leukemia. I have been dealing with that all day. My husband keeps getting mad at me for things that I said.,"It sounds like you have a lot on your plate right now. It's understandable that you might be feeling overwhelmed and that your husband might be feeling frustrated. Try to take some time for yourself to relax and de-stress, even if it's just for a few minutes. And try to communicate with your husband about what you're going through so that he can understand where you're coming from."
"My husband took a job out of state for the next year and seems to be a different person. Before, he worked and slept, and on off days, he'd stay home because he didn't want to do anything else. Now he's going out with friends several nights a week while I'm still home working a 50 hours a week job and taking care of two kids by myself. He's suddenly saying he misses me and wants me to be his adored wife, but the whole time, I'm remembering how I've been emotionally starving for the last five years.","It's difficult to say what might be going on with your husband without knowing more about the situation. It's possible that he's simply enjoying his new social life and the freedom that comes with being out of state. Alternatively, it's possible that he's realized how much he took you for granted and is now trying to make up for it. Either way, it's important to communicate with him and express your needs. If he's truly interested in reconciling, then he should be willing to make an effort to connect with you and rebuild your relationship."
"I decided to stay and work it out. I just don’t want to sit on the couch. Other than that, I have been getting over the situation. I don't feel it is fair that she expects me to sit on that couch and won’t leave me alone about it. I can move on and continue to love, laugh, and play with my wife. I just don't want to sit on that couch.",2
I'm feeling different towards my husband. I feel I am growing from the relationship. I have been with my husband for six years and married for almost five. I just don't feel that connection anymore. I feel nothing. I don't know why or if I'm just being irrational.,"It's possible that you're simply feeling differently towards your husband due to the passage of time. Relationships naturally change and evolve over the years, and it's possible that you're simply at a different stage in your relationship than you were when you first got together.

It's also possible that you're feeling disconnected from your husband because there are other issues going on in your relationship. If you're feeling like you're growing from the relationship, it's possible that there are some areas in which you feel like you're not being fulfilled. If you're feeling disconnected and like you're not getting what you need from your relationship, it's important to talk to your husband about it. Communication is key in any relationship, and it's possible that simply talking to your husband about how you're feeling could help to improve the situation."
"I have an overwhelming desire to watch my wife have sex with another man. I talked to her about it, and she said she will do it for me. The idea excites me to no end, but I don’t want to because it disgusts me. How can I stop wanting it, or should I just give into it and do it? I’ve been struggling for years with this. It won’t go away. By the way, I am in my mid 30s and my wife is in her mid 40s.","It sounds like you may be experiencing some conflict between your desire and your disgust. On one hand, the idea of your wife having sex with another man is extremely exciting, but on the other hand, it also grosses you out. This can be a difficult thing to reconcile, but it may be helpful to explore what specifically is causing your disgust. Is it the physical act itself that you find repulsive, or is it the idea of your wife being sexual with someone else?

If it is the physical act itself that you find disgusting, then it may be helpful to focus on the fact that your wife is doing this for you and that it is something that you really want. Try to focus on the pleasure that you will receive from watching her and the excitement of seeing her with another man. If you can manage to get past your disgust, then it may be something that you enjoy.

However, if it is the idea of your wife being sexual with someone else that is causing your disgust, then it may be helpful to explore why that is. It is possible that you feel like you are not good enough for her or that you are afraid of losing her if she is with someone else. If this is the case, then it may be helpful to talk to her about your feelings and see if she can help to reassure you. It is also possible that you simply have a hard time sharing her sexually with someone else. If this is the case, then you may need to work on accepting that she is sexual with other people and that it does not take away from your relationship.

Ultimately, you will need to decide whether or not you are willing to give into your desire or if you want to try to stop wanting it. If you are not sure, then it may be helpful to talk to a therapist who can help you to explore your feelings and make a decision."
"My husband and I have been together since high school. We have been married going on for nearly ten years, and we have three beautiful children. A few weeks ago, my husband decided he need some time apart and moved over to his dad’s for a while. He comes home to see the kids and acts like there is not too much wrong. Can this marriage be saved or is it too late? He said he would go to counseling, so I don't think he has given up.","It's possible that your marriage can be saved, but it will require both you and your husband to be committed to working on it. If he is willing to go to counseling, that is a good sign. You will need to communicate openly and honestly with each other about what is not working in your marriage and what you both can do to make it better. It will take time and effort, but it is possible to save your marriage."
